client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41246156.mp3	0b6dae4c9814309dc95fc80fb27887037551e428beec53d0b72e5ed2675cbe13	Ikọd etefia ete iwuọ ufuọd okoneyo mme ekedooho ekarika.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41247808.mp3	1c18301c7f62300ec7f9836ec73f68af261f078f0ed04ab5908e1017c02d261d	Esion enañ ke enañ ọyuup isịm.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41247813.mp3	41785e3cf2a961cc80487d36b1f73af755a6e8a3417eb1d275fb3f678f92019e	Ndion enye amaaseemme obo ke mme ikpọ owo ufọkutom odo ekebo ke enyịñ imọ isịneke ke otu mbon se iyem ibọ ọkʌk.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41248074.mp3	1bfd4a9c18a090c6c907c1ef7f71d23615dc34db93b6c48771fa8529f74f3a14	Odo ibọọrọ akedo mm yịn mmi ifen eyop enyem añkak edikpi o.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41248077.mp3	539755c7e0ea1957f2ba9acf5d2ae53b5a95e0759f6d73f27ab053b3bda09738	Atịm ukọd amaana akere mkpọ akeme edido iyiip ọmọ idukemmeke mme ake ufuọd o.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41248084.mp3	4d7ded6a6054dbee06304fed8d420bb6555a6b91df94ae14362730e77325789b	Mme mfʌhọ ye obuud mma emi amaabiooro ke ndịbe esịd ọmọ ate ke ebe imọ mme nditọ idikpañake ọbiọñ.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41248087.mp3	0e767b0459a8b9a269dbd12f8407544d30b643f28e1ca9616ed165c54ac5b8c2	Use mkpọ eekekaha ikisịnne uñwam utu ke ndo akeben mfʌhọ edi.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41248375.mp3	31df423c4edb386658b2f977cf965d76a22db536ac8b0e5015941978404608db	Ñko nte owo utom ete emi amaatie isua ita ye ubaak inieehe ikọt.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41248386.mp3	00b25879201815cfd38416e77456f3bfa92d24cc5954bd2a98c78caa0457fb60	Akpakpa akedo mbọọ iyo udia mme enem amaadʌk ke isọñ ikọd ekop isua odo tutu.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41248662.mp3	40658f42887408b09bea1843899d1eda3ddb797f39ea1cbf80bbac116c67c9b9	Afịd itie amadop biai sia ukeed owo ema edʌk idap umọfia kpọd ke idap akesop ke enyen.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41248936.mp3	0d13955c42ce1a01464e44796880cc6462d2da8730a930d5c5044cb237c8fc32	Ibaan ema esekop ikọ ediọọñọ daña esịn uyo isọñ ete nnyịn ọnọhọ ebe adiaha ọmọ ekem ndian ubeed keed.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41249112.mp3	3be62746743c7ffd143906accee14c899cda585ad3700917be55a1a6dea16a3f	Esesuunọ ke ekpek unen ekeebo ke efịk idooho ubiak ọdọñ mmọọñ ke etәk abañ ọkọñọ ase.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41249123.mp3	2a9759418fa7409c67bca496eaeb311ca17c85cec7b6806c9cda72020cd50bbd	Okpon akan akua owo ọdʌk ufọk ibiọñ ikịt akpemama inek unek odo edem ọmọ isiñwịneke.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41249124.mp3	3f5296e728ce89c5cb0a6182edb2cf7a9ac6900cb7688a6b899799c7afdf437a	Mbọk ku usio uyo aba yak ñkood nọ edisiiñe ukọd yak iñwọñ.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41249128.mp3	4443cb98bbac6b328f20410b86387b72869052e7b594e12b9abeda90ff994d09	Aya ọkpọñ eba ọwọp afọñ ama odo owo ikpọkkọke ibịt ọbọọñ enek unek enye odo unek esuenne.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41249268.mp3	6990f4c0d821bc391335c51dd1f6132d1c1501965ab846119b3cd1829e46f47b	Mme enye ọkọm mkpa ibọi mbono mkpebọhọ anye ndomo ifiid nnịm.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41249343.mp3	17641dffb2c5aecbae3c467b8b73f18bac6e597aa70e071e47f6b19c49b74d63	Eem ọbọọñ akuanna uyom odop nneme mme nsue etre ikọ ekpo mbrinyọñ isibiotto ke ikañ.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41249437.mp3	6d0b552a5b6922a7060d81639ac9117d6aecbc66d0b8d3aa719a7150cdc801a2	Utu ke mbọk esịne añwan usʌk ini nditọ ikọd etefia isitreke abrusai.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41249440.mp3	5890ab5ff5f3cccd58d0202d8fececea76137c945e33c2fc86be4c740b1acd1c	Akeyem mkpọ ọnọ ebe ama anye ọdʌk ọsʌk enyeñ nte mbịp ọnọ etueb.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41249614.mp3	82e563c7c07ee787bcc5807904b8d017669dbc36234d5f80fde660201e48798e	Ọkọọm ete añwaan tie sʌñ se ekaaha ko akeebịp nte ọmmọ ekaiya ye nte ebo ikidʌñ ibọọrọ akedo abasi idaiyake.		0	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41250627.mp3	2742995dfc66a3d11865fac105cba41a46de30c1bd52c74794060de023104a30	Imaa ekood ikọd etefia isio ke udi e emi akedo osoon adiaha mma arid daña okoppo ke asana asakka.		0	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41250632.mp3	3811c8f00e840c869e74ac6217835a10591a6bc42dc3b78a7e339ab68865428b	Eyem udara esie aka ke etak owo enie ibịt etịmme akemia idịp owo enie ñkpọ etịmme aka ebeeñe.		0	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41250634.mp3	8724a5dd1de8efaa00966e9fa1d43ae44c17c14878fa0b9f753bb81f40f9d2a8	Ọbọọñ idʌñ ikọd etefia amaada ke akpa ikọ ete uko osuuk iso ke isọñ.		0	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41250755.mp3	116a08bf3bc12b6cfbdbcfdf33c7f1bc507b477471bf3b485d0247e70882a2e1	Ebeeñe idem adikịt mbo ke mmimọ iminam nọ udọñọ itiaita ami amaana ateek ubọk ke idʌñ nnyịn.		0	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41250757.mp3	4c7be9a849ca45aae76460ea663478305ae72912111d0f287c24d2eb1d3d7ddd	Usʌk owo emaetuak eda ete yak ise daña ọmmọ ebo iditie ke ọdʌñ ekọm ita ekọm.		0	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41250837.mp3	8a51d0e50acd08883bdbbc93fb3371a5679850533ecc3de078bdb7b7e245abf3	Owo akekịtte enye ini odo ikimeehe eyịd esịt amaaketọñọ edisọñ enye ke mkpa adiaha amọ amamaanabʌññọ.		0	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41250838.mp3	7a244b6f4bc368f7a263117b95fae0e84928acc961eda160cdf3480866b2115d	Idahado enye edibonno nditọ uyịre uyịre do enye ke ubeñ owo ubeñ ebod.		0	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41250840.mp3	495d391bbf3264145afc291d537953a74971d27979acc8166f7cb22119105aaa	Ediọọñọke ibio ibio nte akruwasan aasiak mme itie edibọ mmọọñ esañukwak akanna ikie itiokeet.		0	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41250843.mp3	2cef5942c2c534c1e2c00ce49c7527327af10340c7aaa46b31baa67dc1f88dd3	Ufọk abasi odo ekesooboke ke isua itiaba akeboiyoke do.		0	2					ibb	
8a09e33c4a49220a3a9dd7f36d07454d7639bdf373ee0c6003fa79e4f39c9071d5539b5a130c56c896a1da2b23b23fcb276efc7b3d812ed6bc0a40d0307d1bf1	common_voice_ibb_41259812.mp3	05999058de381382e0a1429b222df1545542337d46980b1563d2885ad4f20ced	Inua imam mme daña ekese inek ke imainyọñ mkpọ afịd se añwaan ekesinam enye adiaha ke enye akese ben ọsọñ idem esịt.		0	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41262236.mp3	61154d19b5f331d8ee5e1ceb0e9c9d8931906e0d00364da41a98e26b3e46951e	Ibaaha owo akebịne mme edịkke ọmmọ uwem.		0	2					ibb	
fa2d624dcf73f651b93a99ecc7bdc75d2e1f2342fde71b37020249f484392f56c2b3f92c3e86af34b7725e5d434ad5ca4d17633720591762126703b0cbe3d140	common_voice_ibb_41269389.mp3	b4cc79ec61b15629785824efbb3299058b5833123cd8b7378942c5480ed700a9	Nnyịn ikidudiọñọ tọñọ naña ikidudakka ntom ọwọd idaha ase ado mkpọ inemesịd nnyịn edise mmaana ndukịtte.		1	2					ibb	
fa2d624dcf73f651b93a99ecc7bdc75d2e1f2342fde71b37020249f484392f56c2b3f92c3e86af34b7725e5d434ad5ca4d17633720591762126703b0cbe3d140	common_voice_ibb_41270506.mp3	9d4b69a9a408525baa87e87f28af3f969b513fa4b41ed8dca4a0069f4d9809e6	Nsinia okon amaadian obo ke ufọn ntʌnọ odo ke adikpʌghọ owo nọ akappa ọfọn.		0	2					ibb	
fa2d624dcf73f651b93a99ecc7bdc75d2e1f2342fde71b37020249f484392f56c2b3f92c3e86af34b7725e5d434ad5ca4d17633720591762126703b0cbe3d140	common_voice_ibb_41271616.mp3	1eb7673f849593247bd2b1026ffe31db2358fef4e0bceb0f05b73b59c2de0210	Etәk ebot ọsọp inua ikịm ọbọhọ ata ituut.		1	2					ibb	
ddefd95daba74064b77e8d0a40de05da4b14262680e4cd0f8068db3ffa2279fbe84ccfef1cb5d70a6a899cd1699d9dd5c363262c6fce60e54a4978ffb7165414	common_voice_ibb_41272306.mp3	b94128ab2053bf06fffa7c90f0c71bd69dc82dcea9971579625215801877e00c	Nsasak obo ete emọ idọñ ñkua ikeeñe ukpịp iyịrọ ekpat eto otop ekere idem otop oso ọdiọọñọ oso oso ọdiọọñọ anditop.		1	2					ibb	
1923020c03c38852c2065a10979abf354c9b532172fbb4b282ea9d1a0d17a7d016cf59670251d22c198afc95d3703b1fd529422319bdb457af45e556a8403944	common_voice_ibb_41298766.mp3	d49acd163ca06dcb594523d06be5e3c4076f7a27dd3b0814e09ddddc924d97c4	Nsa mi o ana nyem nyịn obubịd ebod daña ayo mmikịmme mi dion itiaba ọdʌk saa owo ọsʌk uyem.		0	2					ibb	
1923020c03c38852c2065a10979abf354c9b532172fbb4b282ea9d1a0d17a7d016cf59670251d22c198afc95d3703b1fd529422319bdb457af45e556a8403944	common_voice_ibb_41316518.mp3	b94128ab2053bf06fffa7c90f0c71bd69dc82dcea9971579625215801877e00c	Nsasak obo ete emọ idọñ ñkua ikeeñe ukpịp iyịrọ ekpat eto otop ekere idem otop oso ọdiọọñọ oso oso ọdiọọñọ anditop.		0	2					ibb	
1923020c03c38852c2065a10979abf354c9b532172fbb4b282ea9d1a0d17a7d016cf59670251d22c198afc95d3703b1fd529422319bdb457af45e556a8403944	common_voice_ibb_41319687.mp3	1accae162a14d7d855cb8457907f1b1c92f4e8cf4dc22bfd2e0ff80697784586	Ata akpan ntak ami ñkọọmmọ ọmmọ odo daña ọmmọ ebere mme ami.		0	2					ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41325928.mp3	d5c66555b27076265ef018a5feff0986c0f004bf7c91efbc22c918adde178296	Daña ebod odo akekan odu ọnyʌñ asaña ọnyọñ akewọd ke ekọñ ikikemme usen.		0	2					ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41326083.mp3	63a51bb8f1c83317d1bc186193cdc19aff7df06e1feae998e64616a386260882	Mme ediọñọ ñwedo mme idiọñọke ndusʌk ini se nnyịn emi imikop inem idem ikan mme ọdiọñọ nwed owo o.		0	2					ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41326179.mp3	59c1b3319e20867d46fcc8160f72b81e3169cf7d2eb3d1b6081c90e0a9b0ea55	Ado ete akpeka mkpọ idorenyin odo ke ima inyọñ ikiwuọ ufọk iya ikịdia nsọk ubi.		0	2					ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41326281.mp3	e9f47a793fe5ad55cf3148d0d48f714643d100628ce89b52c0b478c2e116408e	Kprom kprom kprom ọnọk ọnọk ọnọk ọnọk kprom krpom kprom.		0	2					ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41326283.mp3	2231a2081759d0950c37913ce524396410133bfb482a2370d3472eea25c58ecc	Ikpidoho ekandịk anam utom mbakara anye adoho do ado ke afo okood etәk mkpọ.		0	2					ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41326288.mp3	13f18ea7d638027fbafa95af09f41299e333bdbc1b9cb856181133c3e14730d3	Oo ekọm anie abasi etop aketọ añwaan mmi ke ufọk anye afehe adiben eka aka ufọk ibọk.		0	2					ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41326425.mp3	aa028bff28a5089ea0c3d8dc5f896832c6003651bc0a1b7cd4dbf8c45ac108c0	Ekod enye edibọọrọ odo ikikanna ke akpatre ndausʌñ ikọd ntuen emaesio mkpọ ekaibịd ọnyọñ ukịm ọbọ.		0	2					ibb	
435fdbf9a360a502064a4925e12a5d85c13479a28f5de7de85a5724af83b2242c948f63dbfe295b3ffaef284b4316f105238a2dc4eedc03db09c067ba2248e7e	common_voice_ibb_41329024.mp3	37cfeeb32ffae1923551dd775eb4ed3d74d6fad674f711384c60bb24f9259995	Eka iñwañ isinanake nsaara iyak abaak akua owo enyen akpa oto.		0	2		female_feminine			ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41331343.mp3	d7c640b664e2414337ab366dbc4e44b8105a348642618cfff42c3517fd645d9c	Amkpa idem ndufo ikitʌmmọ ufọk añwaan ammọ otoho ise ima inam odo mfọn mfọn.		1	2					ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41331485.mp3	8dcb0ea73ece1568a107c315562bc67719c25ac1fb3e0ad0b4497a9d9c30c3ed	Ọọ se enye odo yak odo akpa ndi obod owoñwan iwakkake ọtʌñ uko.		0	2					ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41331587.mp3	ec4f6a5912b36e3b11f6b12d8cc94a6d320c46e48567c73f28b5bbf4e135a34b	Akeme ido anye ikpiku udọọhọ yak kaña ise ñkọ idoho añwaan mfọ ọdiọñọ abaña ndudiọ mfo ye idara.		0	2					ibb	
e6b48f6601b7f99f1471d9e2fd243aa81378cd3c64407aa02a059b279dbf5839fe96003cb48b8ff4b7152fdcf3417ab0eb804c34b4c999d1534256218a3f4de2	common_voice_ibb_41331588.mp3	0e767b0459a8b9a269dbd12f8407544d30b643f28e1ca9616ed165c54ac5b8c2	Use mkpọ eekekaha ikisịnne uñwam utu ke ndo akeben mfʌhọ edi.		0	2					ibb	
